host_id,neighbourhood,latitude,longitude,room_type,price in $,minimum_nights,availability_365,Apartment_type,City,Rating,No_of_bed_rooms,No_of_beds,No_of_bathrooms,Bathroom_type
283181866.0,Centrum-Oost,52.35951,4.89508,Entire home/apt,133.0,5.0,0.0,Rental unit,Amsterdam,4.89,2.0,2.0,1.5,private
5505191.0,Oud-Oost,52.35981,4.91363,Entire home/apt,264.0,6.0,1.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
1713722.0,De Baarsjes - Oud-West,52.36901,4.86841,Entire home/apt,300.0,3.0,23.0,Rental unit,Amsterdam,4.5,2.0,2.0,1.5,private
62643050.0,Watergraafsmeer,52.35536,4.93027,Private room,129.0,3.0,5.0,Rental unit,Amsterdam,4.76,1.0,1.0,1.0,shared
55863637.0,Osdorp,52.35488,4.81113,Entire home/apt,140.0,1.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
292329394.0,IJburg - Zeeburgereiland,52.35428,4.99275,Private room,120.0,2.0,16.0,Rental unit,Amsterdam,5.0,1.0,1.0,,private
283388317.0,Bos en Lommer,52.38527,4.85722,Entire home/apt,150.0,4.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
3320018.0,Slotervaart,52.34783,4.83652,Entire home/apt,250.0,2.0,0.0,Rental unit,Amsterdam,4.87,2.0,2.0,1.5,private
118357014.0,Westerpark,52.38488,4.87812,Entire home/apt,264.0,3.0,1.0,Rental unit,Amsterdam,4.74,1.0,1.0,1.5,private
141208902.0,De Baarsjes - Oud-West,52.36268,4.85936,Entire home/apt,180.0,1.0,53.0,Condo,Amsterdam,5.0,1.0,1.0,1.0,private
12076328.0,Centrum-Oost,52.36343,4.88538,Entire home/apt,335.0,2.0,68.0,Serviced apartment,Amsterdam,4.98,1.0,1.0,1.0,private
15422752.0,Centrum-Oost,52.36981,4.92437,Entire home/apt,207.0,2.0,4.0,Condo,Amsterdam,4.86,1.0,1.0,1.5,private
127018092.0,De Pijp - Rivierenbuurt,52.3457,4.89228,Private room,75.0,2.0,0.0,Guest suite,Amsterdam,4.93,1.0,1.0,1.5,private
248046023.0,De Baarsjes - Oud-West,52.36465,4.86315,Entire home/apt,195.0,5.0,0.0,Rental unit,Amsterdam,4.83,1.0,1.0,1.0,private
41022980.0,Centrum-West,52.37911,4.8875,Entire home/apt,323.0,3.0,218.0,Townhouse,Amsterdam,,1.0,1.0,1.5,private
31632922.0,De Baarsjes - Oud-West,52.37277,4.85222,Entire home/apt,125.0,1.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
2117385.0,Noord-West,52.41953,4.89847,Entire home/apt,145.0,3.0,57.0,Home,Amsterdam,4.78,2.0,2.0,1.5,private
78410826.0,Centrum-Oost,52.3655,4.90049,Entire home/apt,143.0,5.0,100.0,Boat,Amsterdam,4.57,1.0,1.0,1.0,private
10009066.0,Westerpark,52.38827,4.88625,Entire home/apt,306.0,3.0,28.0,Houseboat,Amsterdam,4.79,2.0,2.0,1.0,private
276530904.0,Westerpark,52.37507,4.87408,Entire home/apt,109.0,3.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.0,private
17458008.0,Westerpark,52.38954,4.88641,Private room,221.0,2.0,356.0,Houseboat,Amsterdam,4.62,1.0,1.0,1.5,private
18079137.0,Oud-Oost,52.35345,4.91254,Entire home/apt,150.0,3.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
145396624.0,De Pijp - Rivierenbuurt,52.35702,4.90286,Entire home/apt,299.0,4.0,51.0,Home,Amsterdam,5.0,3.0,3.0,1.0,private
194127289.0,Westerpark,52.37987,4.86864,Entire home/apt,180.0,4.0,7.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
285227821.0,Centrum-Oost,52.3608894348145,4.90645503997803,Private room,249.0,2.0,286.0,Rental unit,Amsterdam,4.68,1.0,1.0,,private
30691347.0,Noord-West,52.41869,4.87983,Entire home/apt,240.0,4.0,0.0,Home,Amsterdam,5.0,2.0,2.0,1.0,private
3956298.0,Westerpark,52.37716678763729,4.8724328354001,Entire home/apt,536.0,4.0,158.0,Home,Amsterdam,5.0,3.0,3.0,1.5,private
53070337.0,Oostelijk Havengebied - Indische Buurt,52.36069,4.9412,Entire home/apt,110.0,14.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
16247791.0,Watergraafsmeer,52.34872,4.91522,Entire home/apt,130.0,30.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
25045762.0,De Pijp - Rivierenbuurt,52.34456,4.89169,Private room,130.0,1.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.0,shared
38274141.0,Noord-West,52.41631,4.89452,Entire home/apt,183.0,3.0,222.0,Guesthouse,Amsterdam,5.0,1.0,1.0,1.0,private
28500782.0,De Baarsjes - Oud-West,52.36781,4.87568,Entire home/apt,250.0,5.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
46433878.0,IJburg - Zeeburgereiland,52.35246,5.01017,Private room,75.0,3.0,0.0,Home,Amsterdam,4.89,1.0,1.0,1.0,shared
265970789.0,Centrum-Oost,52.3687,4.92987,Entire home/apt,295.0,4.0,0.0,Rental unit,Amsterdam,5.0,3.0,3.0,1.5,private
46398164.0,Slotervaart,52.35584,4.82096,Entire home/apt,196.0,2.0,343.0,Condo,Amsterdam,4.9,1.0,1.0,1.0,private
2547237.0,Oud-Noord,52.38741,4.91725,Entire home/apt,245.0,3.0,40.0,Rental unit,Amsterdam,,1.0,1.0,1.0,private
271249820.0,Centrum-West,52.37773,4.883,Entire home/apt,200.0,2.0,152.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
836112.0,Noord-West,52.4099,4.88963,Entire home/apt,185.0,2.0,160.0,Townhouse,Amsterdam,5.0,1.0,1.0,1.5,private
3308880.0,Geuzenveld - Slotermeer,52.372143,4.820654,Entire home/apt,280.0,5.0,180.0,Home,Amsterdam,5.0,2.0,2.0,1.5,private
32140635.0,De Baarsjes - Oud-West,52.36541,4.87651,Entire home/apt,266.0,4.0,168.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
17295684.0,Centrum-West,52.37352,4.87873,Entire home/apt,242.0,7.0,32.0,Rental unit,Amsterdam,4.75,1.0,1.0,1.0,private
49392640.0,Oostelijk Havengebied - Indische Buurt,52.36507,4.94323,Entire home/apt,135.0,3.0,0.0,Condo,Amsterdam,4.8,1.0,1.0,1.5,private
12724394.0,Centrum-West,52.38614,4.88975,Entire home/apt,73.0,3.0,0.0,Rental unit,Amsterdam,4.56,1.0,1.0,1.5,private
95982246.0,Oud-Oost,52.35794,4.90766,Private room,158.0,2.0,144.0,Home,Amsterdam,4.57,1.0,1.0,1.5,private
17461550.0,Westerpark,52.37588,4.87141,Entire home/apt,150.0,3.0,0.0,Rental unit,Amsterdam,4.79,1.0,1.0,1.5,private
5240485.0,Geuzenveld - Slotermeer,52.38012,4.81924,Private room,90.0,2.0,271.0,Condo,Amsterdam,5.0,1.0,1.0,1.0,shared
285227821.0,Centrum-Oost,52.3608894348145,4.90645503997803,Private room,227.0,2.0,117.0,Rental unit,Amsterdam,4.49,1.0,1.0,1.5,private
18184896.0,Oud-Noord,52.39017,4.93538,Entire home/apt,150.0,1.0,0.0,Home,Amsterdam,4.8,1.0,1.0,1.0,private
10205715.0,Centrum-West,52.37214,4.87594,Private room,350.0,5.0,62.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
5065468.0,Watergraafsmeer,52.3392791748047,4.92038822174072,Entire home/apt,346.0,1.0,278.0,Loft,Amsterdam,5.0,,2.0,1.0,private
299478966.0,De Aker - Nieuw Sloten,52.34392,4.79236,Private room,75.0,1.0,0.0,Home,Amsterdam,5.0,1.0,1.0,1.5,private
27205400.0,Oud-Oost,52.35514,4.92545,Private room,96.0,2.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.0,shared
66324661.0,De Baarsjes - Oud-West,52.36631,4.87491,Private room,90.0,2.0,1.0,Bed and breakfast,Amsterdam,4.94,1.0,1.0,,private
286123803.0,Oostelijk Havengebied - Indische Buurt,52.366253,4.934817,Private room,101.0,1.0,204.0,Rental unit,Amsterdam,4.57,1.0,1.0,1.0,shared
286123803.0,Oostelijk Havengebied - Indische Buurt,52.366253,4.934817,Private room,96.0,1.0,192.0,Rental unit,Amsterdam,4.63,1.0,1.0,1.0,shared
23926573.0,Noord-West,52.4136530269859,4.88834317540143,Entire home/apt,170.0,2.0,13.0,Home,Amsterdam,4.9,1.0,1.0,2.0,private
7443489.0,Westerpark,52.3908,4.888,Private room,225.0,2.0,52.0,Houseboat,Amsterdam,5.0,1.0,1.0,,private
299555409.0,Noord-West,52.42476,4.88693,Entire home/apt,330.0,2.0,61.0,Home,Amsterdam,4.94,3.0,3.0,3.0,private
1453893.0,De Baarsjes - Oud-West,52.36712,4.86549,Entire home/apt,149.0,2.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
230959164.0,Geuzenveld - Slotermeer,52.37115,4.81976,Entire home/apt,249.0,6.0,21.0,Home,Amsterdam,5.0,3.0,3.0,1.5,private
1406783.0,Oud-Noord,52.38578,4.90176,Entire home/apt,87.0,75.0,312.0,Loft,Amsterdam,,1.0,1.0,1.5,private
31841864.0,De Pijp - Rivierenbuurt,52.34403,4.91093,Entire home/apt,250.0,6.0,28.0,Rental unit,Amsterdam,4.83,1.0,1.0,1.0,private
104729572.0,Buitenveldert - Zuidas,52.32394,4.86209,Entire home/apt,350.0,3.0,42.0,Townhouse,Amsterdam,5.0,3.0,3.0,2.0,private
299566086.0,Geuzenveld - Slotermeer,52.38132,4.80623,Private room,114.0,1.0,33.0,Condo,Amsterdam,4.67,2.0,2.0,1.5,private
269050.0,Centrum-West,52.37618,4.88012,Entire home/apt,160.0,1.0,24.0,Home,Amsterdam,5.0,2.0,2.0,1.5,private
58778701.0,De Baarsjes - Oud-West,52.36665,4.87422,Entire home/apt,152.0,3.0,0.0,Rental unit,Amsterdam,4.87,1.0,1.0,1.0,private
3648688.0,Zuid,52.35282,4.84714,Entire home/apt,220.0,4.0,0.0,Condo,Amsterdam,5.0,2.0,2.0,2.0,private
299738599.0,Centrum-West,52.3722,4.88986,Entire home/apt,591.0,1.0,26.0,Home,Amsterdam,5.0,3.0,3.0,2.0,private
9866627.0,De Baarsjes - Oud-West,52.37368,4.8621,Entire home/apt,250.0,1000.0,13.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
56858895.0,De Baarsjes - Oud-West,52.36157,4.85957,Entire home/apt,180.0,3.0,0.0,Rental unit,Amsterdam,4.95,2.0,2.0,1.5,private
12660053.0,De Baarsjes - Oud-West,52.37112,4.8529,Entire home/apt,229.0,3.0,0.0,Condo,Amsterdam,4.69,,,1.0,private
25045762.0,De Pijp - Rivierenbuurt,52.34568,4.89223,Entire home/apt,375.0,3.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
75237279.0,Watergraafsmeer,52.35405,4.92789,Entire home/apt,185.0,3.0,4.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
108011218.0,Oud-Oost,52.35602,4.90959,Entire home/apt,180.0,2.0,0.0,Loft,Amsterdam,5.0,1.0,1.0,1.0,private
287463018.0,Oud-Oost,52.35281,4.9221,Entire home/apt,245.0,5.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
39128253.0,Oud-Oost,52.35972,4.91311,Entire home/apt,150.0,7.0,0.0,Rental unit,Amsterdam,4.86,2.0,2.0,1.5,private
19902029.0,Watergraafsmeer,52.35299,4.92828,Entire home/apt,200.0,7.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
300283399.0,Centrum-West,52.37642,4.89186,Private room,295.0,1.0,329.0,Rental unit,Amsterdam,4.0,1.0,1.0,1.5,shared
136557289.0,Osdorp,52.35538,4.79624,Private room,55.0,5.0,0.0,Rental unit,Amsterdam,4.72,1.0,1.0,1.0,shared
34992358.0,Centrum-West,52.37172,4.87508,Entire home/apt,320.0,2.0,0.0,Houseboat,Amsterdam,4.83,2.0,2.0,1.0,private
307583187.0,De Pijp - Rivierenbuurt,52.35764,4.88919,Private room,90.0,2.0,2.0,Townhouse,Amsterdam,5.0,1.0,1.0,1.5,private
7425140.0,Noord-Oost,52.38878,4.95476,Entire home/apt,179.0,14.0,0.0,Townhouse,Amsterdam,,4.0,4.0,2.0,private
300441303.0,Oud-Oost,52.36046,4.91517,Entire home/apt,400.0,1.0,32.0,Rental unit,Amsterdam,4.96,1.0,1.0,1.0,private
36435787.0,Oud-Oost,52.35227,4.91337,Entire home/apt,251.0,3.0,5.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
295063517.0,Westerpark,52.38257,4.87373,Entire home/apt,325.0,2.0,0.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
136557289.0,Osdorp,52.35353,4.79452,Private room,35.0,3.0,0.0,Rental unit,Amsterdam,4.76,1.0,1.0,1.0,shared
300476521.0,De Baarsjes - Oud-West,52.36262,4.85827,Private room,157.0,1.0,258.0,Bed and breakfast,Amsterdam,4.77,1.0,1.0,,private
2390649.0,Centrum-Oost,52.37167,4.90634,Entire home/apt,200.0,3.0,0.0,Guest suite,Amsterdam,5.0,1.0,1.0,1.5,private
59886206.0,Centrum-West,52.37125,4.89474,Entire home/apt,190.0,4.0,7.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
1824506.0,Centrum-Oost,52.36671,4.89884,Private room,160.0,3.0,161.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
300542017.0,Oud-Oost,52.35759,4.93209,Entire home/apt,186.0,3.0,4.0,Rental unit,Amsterdam,4.69,3.0,3.0,2.0,private
36057610.0,Westerpark,52.38138,4.8711,Entire home/apt,120.0,3.0,0.0,Rental unit,Amsterdam,4.78,1.0,1.0,1.5,private
83107006.0,De Baarsjes - Oud-West,52.36695,4.86499,Entire home/apt,350.0,1.0,13.0,Rental unit,Amsterdam,4.64,1.0,1.0,1.5,private
14793877.0,De Baarsjes - Oud-West,52.36588,4.85344,Private room,67.0,6.0,4.0,Condo,Amsterdam,5.0,1.0,1.0,1.5,shared
43710735.0,Zuid,52.34546,4.86738,Private room,140.0,2.0,47.0,Bed and breakfast,Amsterdam,4.74,1.0,1.0,1.5,private
300754328.0,Westerpark,52.37497,4.87294,Entire home/apt,300.0,3.0,7.0,Rental unit,Amsterdam,4.71,2.0,2.0,1.0,private
157758808.0,De Baarsjes - Oud-West,52.36392,4.86749,Entire home/apt,140.0,3.0,19.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
308287773.0,De Baarsjes - Oud-West,52.3687111718122,4.85113503683955,Entire home/apt,425.0,3.0,61.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.5,private
4456680.0,De Pijp - Rivierenbuurt,52.35675,4.90002,Hotel room,218.0,2.0,162.0,Bed and breakfast,Amsterdam,4.79,1.0,1.0,0.0,shared
51780662.0,De Baarsjes - Oud-West,52.36031,4.86031,Entire home/apt,170.0,1.0,3.0,Rental unit,Amsterdam,4.94,1.0,1.0,1.5,private
308060524.0,De Baarsjes - Oud-West,52.37322,4.8529,Entire home/apt,140.0,11.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.0,private
6460190.0,De Aker - Nieuw Sloten,52.33564,4.79957,Private room,145.0,4.0,18.0,Bed and breakfast,Amsterdam,4.93,2.0,2.0,,private
8851707.0,Buitenveldert - Zuidas,52.33163,4.88792,Entire home/apt,227.0,4.0,0.0,Rental unit,Amsterdam,4.54,3.0,3.0,2.5,private
503491020.0,Slotervaart,52.3711,4.83549,Hotel room,75.0,1.0,0.0,Boutique hotel,Amsterdam,4.5,1.0,1.0,,private
154433811.0,Slotervaart,52.36708,4.83835,Private room,56.0,1.0,0.0,Home,Amsterdam,4.91,1.0,1.0,1.5,shared
301472165.0,Zuid,52.34867,4.84754,Entire home/apt,159.0,2.0,5.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
154433811.0,Slotervaart,52.36504,4.84024,Private room,53.0,1.0,0.0,Home,Amsterdam,4.87,1.0,1.0,1.5,shared
302497029.0,Centrum-West,52.36781,4.88172,Entire home/apt,200.0,1.0,0.0,Rental unit,Amsterdam,4.76,1.0,1.0,1.0,private
44592823.0,De Baarsjes - Oud-West,52.36173,4.85403,Entire home/apt,120.0,5.0,36.0,Rental unit,Amsterdam,4.75,1.0,1.0,1.0,private
120258144.0,Bos en Lommer,52.38278,4.85128,Entire home/apt,250.0,1.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.0,private
11532700.0,De Pijp - Rivierenbuurt,52.35317,4.9033,Entire home/apt,260.0,3.0,0.0,Condo,Amsterdam,4.75,1.0,1.0,1.0,private
295979859.0,Centrum-West,52.37407,4.88806,Entire home/apt,600.0,2.0,69.0,Rental unit,Amsterdam,4.81,3.0,3.0,2.5,private
301633735.0,Westerpark,52.38654,4.88316,Private room,145.0,7.0,34.0,Rental unit,Amsterdam,4.9,1.0,1.0,1.0,shared
100602678.0,Buitenveldert - Zuidas,52.331851959228494,4.88540506362915,Private room,93.0,1.0,1.0,Rental unit,Amsterdam,4.79,1.0,1.0,1.5,shared
9859294.0,Centrum-Oost,52.37587,4.91853,Private room,150.0,3.0,117.0,Houseboat,Amsterdam,4.88,1.0,1.0,1.5,private
16368447.0,Centrum-West,52.37613,4.88273,Private room,142.0,2.0,223.0,Townhouse,Amsterdam,4.97,1.0,1.0,,private
64894496.0,Centrum-West,52.38103,4.8866,Entire home/apt,200.0,2.0,3.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
16410524.0,Oud-Oost,52.35595,4.9083,Entire home/apt,90.0,20.0,0.0,Rental unit,Amsterdam,4.83,1.0,1.0,1.0,private
296373822.0,Oostelijk Havengebied - Indische Buurt,52.366253,4.934817,Private room,112.0,1.0,233.0,Rental unit,Amsterdam,4.47,1.0,1.0,1.0,shared
5974982.0,Oud-Oost,52.3581008911133,4.92508506774902,Entire home/apt,500.0,3.0,336.0,Loft,Amsterdam,5.0,2.0,2.0,1.5,private
773375.0,Oud-Oost,52.34992,4.91378,Entire home/apt,100.0,3.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
21167927.0,Centrum-Oost,52.37072,4.89997,Entire home/apt,471.0,3.0,0.0,Home,Amsterdam,4.72,2.0,2.0,1.5,private
37032349.0,Centrum-Oost,52.35979,4.88948,Private room,289.0,1.0,0.0,Home,Amsterdam,4.82,2.0,2.0,2.0,private
24449945.0,Centrum-Oost,52.36363,4.88705,Entire home/apt,714.0,3.0,8.0,Home,Amsterdam,5.0,2.0,2.0,2.0,private
7729232.0,De Baarsjes - Oud-West,52.37013,4.84815,Entire home/apt,350.0,6.0,0.0,Rental unit,Amsterdam,4.82,1.0,1.0,1.0,private
13365686.0,De Baarsjes - Oud-West,52.36956,4.87142,Entire home/apt,282.0,2.0,3.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
3779178.0,De Pijp - Rivierenbuurt,52.35348,4.89469,Entire home/apt,110.0,3.0,0.0,Rental unit,Amsterdam,4.77,,1.0,1.0,private
58428526.0,Bos en Lommer,52.378,4.8503,Entire home/apt,300.0,1.0,209.0,Rental unit,Amsterdam,4.83,1.0,1.0,1.0,private
48679771.0,De Baarsjes - Oud-West,52.3601492274048,4.85297585435979,Entire home/apt,165.0,3.0,0.0,Condo,Amsterdam,,1.0,1.0,1.0,private
91816760.0,Centrum-West,52.38117,4.88052,Entire home/apt,100.0,3.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,private
56997633.0,Westerpark,52.38941,4.87894,Private room,118.0,1.0,253.0,Rental unit,Amsterdam,4.67,1.0,1.0,,private
38427944.0,Westerpark,52.38001,4.87322,Entire home/apt,314.0,2.0,12.0,Rental unit,Amsterdam,4.88,2.0,2.0,1.0,private
22882611.0,De Baarsjes - Oud-West,52.3698,4.86241,Entire home/apt,250.0,2.0,2.0,Condo,Amsterdam,4.92,1.0,1.0,1.5,private
3884675.0,Centrum-West,52.38264,4.88572,Entire home/apt,7900.0,3.0,0.0,Home,Amsterdam,4.89,3.0,3.0,2.5,private
19096448.0,De Baarsjes - Oud-West,52.37226,4.84877,Entire home/apt,200.0,4.0,160.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
146162511.0,Bos en Lommer,52.3793,4.85569,Entire home/apt,180.0,1.0,2.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
11197487.0,Geuzenveld - Slotermeer,52.37319,4.81917,Entire home/apt,300.0,4.0,14.0,Home,Amsterdam,,4.0,4.0,1.5,private
39833982.0,De Pijp - Rivierenbuurt,52.35577,4.90458,Private room,167.0,3.0,75.0,Bed and breakfast,Amsterdam,4.86,2.0,2.0,,private
38652025.0,Oud-Oost,52.35891,4.92365,Entire home/apt,140.0,2.0,0.0,Condo,Amsterdam,4.89,1.0,1.0,1.5,private
16915818.0,Noord-West,52.40712,4.89891,Entire home/apt,150.0,7.0,0.0,Rental unit,Amsterdam,4.5,1.0,1.0,1.0,private
297663351.0,Centrum-Oost,52.36659,4.89972,Entire home/apt,240.0,7.0,68.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
82267555.0,Centrum-West,52.37068,4.87898,Entire home/apt,250.0,30.0,202.0,Loft,Amsterdam,5.0,1.0,1.0,1.0,private
44051824.0,IJburg - Zeeburgereiland,52.36156,4.98012,Private room,68.0,2.0,223.0,Townhouse,Amsterdam,4.73,,1.0,1.5,private
302940677.0,Centrum-West,52.3742,4.8793,Private room,245.0,2.0,245.0,Bed and breakfast,Amsterdam,4.88,1.0,1.0,,private
6265216.0,Noord-Oost,52.40483,4.94118,Private room,89.0,2.0,0.0,Home,Amsterdam,4.94,1.0,1.0,,private
307825526.0,Centrum-West,52.37103,4.87953,Private room,106.0,2.0,235.0,Home,Amsterdam,4.73,1.0,1.0,,private
50300599.0,Slotervaart,52.36073,4.8452,Entire home/apt,81.0,2.0,0.0,Rental unit,Amsterdam,4.75,2.0,2.0,1.5,private
54845692.0,Centrum-West,52.376518,4.894806,Entire home/apt,350.0,4.0,214.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
56997633.0,Westerpark,52.38975,4.8807,Private room,210.0,1.0,251.0,Rental unit,Amsterdam,4.45,2.0,2.0,2.0,private
57865143.0,Oud-Noord,52.39994,4.89432,Entire home/apt,2400.0,2.0,211.0,Boat,Amsterdam,,10.0,10.0,3.0,private
310716632.0,De Baarsjes - Oud-West,52.366,4.87556,Private room,185.0,3.0,156.0,Place to stay,Amsterdam,4.95,1.0,1.0,1.5,private
303597180.0,Centrum-West,52.37154,4.88654,Private room,437.0,1.0,1.0,Boutique hotel,Amsterdam,4.5,1.0,1.0,1.0,private
211883966.0,De Pijp - Rivierenbuurt,52.35172,4.90407,Entire home/apt,144.0,2.0,27.0,Condo,Amsterdam,4.63,1.0,1.0,1.0,private
303597180.0,Centrum-West,52.37274,4.88716,Private room,515.0,1.0,1.0,Boutique hotel,Amsterdam,,1.0,1.0,,private
23609488.0,Westerpark,52.3888525648828,4.89062628291966,Private room,180.0,2.0,114.0,Houseboat,Amsterdam,4.7,1.0,1.0,1.5,private
50300599.0,Slotervaart,52.36273,4.8435,Private room,80.0,1.0,0.0,Rental unit,Amsterdam,,1.0,1.0,1.5,shared
205830809.0,Bijlmer-Centrum,52.32595,4.94496,Private room,91.0,3.0,22.0,Condo,Amsterdam,4.83,1.0,1.0,1.5,shared
101498497.0,Oud-Oost,52.3521,4.91165,Entire home/apt,340.0,2.0,0.0,Home,Amsterdam,,2.0,2.0,1.5,private
26988097.0,De Pijp - Rivierenbuurt,52.35664,4.89635,Entire home/apt,350.0,1.0,5.0,Rental unit,Amsterdam,4.85,2.0,2.0,1.5,private
15604365.0,Centrum-West,52.3746394700704,4.87710649612922,Entire home/apt,361.0,3.0,45.0,Condo,Amsterdam,4.91,1.0,1.0,1.5,private
67753142.0,Centrum-West,52.3818952686559,4.88142943764361,Entire home/apt,100.0,5.0,33.0,Condo,Amsterdam,5.0,,1.0,1.5,private
154994295.0,De Baarsjes - Oud-West,52.36327,4.86791,Private room,130.0,2.0,180.0,Guest suite,Amsterdam,4.87,1.0,1.0,,private
12946231.0,De Pijp - Rivierenbuurt,52.3473,4.91136,Entire home/apt,280.0,4.0,0.0,Rental unit,Amsterdam,4.75,2.0,2.0,1.0,private
310865765.0,Centrum-West,52.37045,4.877,Entire home/apt,360.0,3.0,0.0,Rental unit,Amsterdam,,2.0,2.0,1.0,private
1343018.0,Oud-Noord,52.38493,4.91443,Entire home/apt,120.0,2.0,0.0,Rental unit,Amsterdam,,2.0,2.0,1.0,private
99194923.0,Oostelijk Havengebied - Indische Buurt,52.37462,4.93523,Entire home/apt,299.0,3.0,107.0,Rental unit,Amsterdam,4.89,2.0,2.0,1.0,private
8951693.0,Centrum-West,52.37136,4.88205,Entire home/apt,170.0,2.0,0.0,Guest suite,Amsterdam,4.77,1.0,1.0,1.0,private
316130564.0,De Pijp - Rivierenbuurt,52.3524,4.89722,Private room,96.0,1.0,0.0,Rental unit,Amsterdam,,,1.0,1.0,private
5950325.0,De Pijp - Rivierenbuurt,52.35387,4.90708,Entire home/apt,250.0,20.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.5,private
15518704.0,Centrum-Oost,52.36415,4.88719,Private room,135.0,29.0,214.0,Rental unit,Amsterdam,5.0,,1.0,,private
71806149.0,De Baarsjes - Oud-West,52.36998,4.84913,Private room,149.0,3.0,37.0,Rental unit,Amsterdam,4.68,1.0,1.0,1.0,shared
1794617.0,Zuid,52.35229,4.84959,Entire home/apt,349.0,4.0,22.0,Rental unit,Amsterdam,,4.0,4.0,1.5,private
90650431.0,Watergraafsmeer,52.34143,4.94729,Private room,60.0,1.0,0.0,Home,Amsterdam,4.93,1.0,1.0,1.0,shared
7841354.0,Noord-West,52.41568,4.89192,Entire home/apt,170.0,5.0,3.0,Home,Amsterdam,4.88,2.0,2.0,1.5,private
111774243.0,Geuzenveld - Slotermeer,52.38463,4.83175,Entire home/apt,104.0,4.0,0.0,Home,Amsterdam,5.0,3.0,3.0,2.0,private
808981.0,Centrum-West,52.36983,4.88235,Private room,334.0,1.0,216.0,Houseboat,Amsterdam,4.97,1.0,1.0,,private
185471379.0,Slotervaart,52.37189,4.83567,Private room,55.0,7.0,0.0,Rental unit,Amsterdam,4.82,1.0,1.0,1.0,shared
304647792.0,Buitenveldert - Zuidas,52.33334,4.85862,Private room,175.0,2.0,0.0,Rental unit,Amsterdam,4.86,1.0,1.0,,private
14514106.0,Oud-Noord,52.3896,4.93533,Entire home/apt,280.0,999.0,204.0,Condo,Amsterdam,4.78,2.0,2.0,1.0,private
27272285.0,Bos en Lommer,52.37973,4.85552,Entire home/apt,180.0,3.0,0.0,Condo,Amsterdam,5.0,1.0,1.0,1.5,private
7395971.0,De Baarsjes - Oud-West,52.36704,4.8501,Entire home/apt,239.0,3.0,50.0,Townhouse,Amsterdam,4.9,1.0,1.0,1.0,private
2418177.0,Centrum-Oost,52.37321,4.90498,Entire home/apt,460.0,7.0,162.0,Home,Amsterdam,5.0,2.0,2.0,1.5,private
17997277.0,De Pijp - Rivierenbuurt,52.35099,4.89315,Entire home/apt,275.0,3.0,3.0,Rental unit,Amsterdam,5.0,2.0,2.0,1.0,private
8756216.0,Zuid,52.34417,4.85922,Entire home/apt,100.0,5.0,0.0,Rental unit,Amsterdam,5.0,1.0,1.0,1.0,private
304872212.0,De Pijp - Rivierenbuurt,52.35194,4.88765,Private room,220.0,3.0,91.0,Condo,Amsterdam,,1.0,1.0,1.5,private
